label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
IDLE,0.0,0.0,0.0,-0.511284,-0.094639465,-0.1357817,-0.92000043,-0.26704085,-0.18799834,-1.1697904,-0.5063755,-0.24648805,-1.2772741,-0.73721623,-0.2840806,-0.80053663,-0.7234056,0.08802497,-0.9814139,-0.9394974,-0.018638639,-1.0983018,-1.0428755,-0.15563396,-1.1913837,-1.0978575,-0.25482628,-0.5816835,-0.80950993,0.079611465,-0.72836876,-1.1018419,-0.0090824915,-0.8391921,-1.198258,-0.13128687,-0.9121331,-1.1637096,-0.21554118,-0.33159563,-0.8309842,0.03250425,-0.40212545,-1.1286088,-0.072192825,-0.5373914,-1.1977654,-0.1713261,-0.62562984,-1.0861455,-0.22309169,-0.045768633,-0.8111294,-0.033670828,-0.06917771,-1.061288,-0.13641179,-0.21829595,-1.1270938,-0.20835924,-0.35070792,-1.0352653,-0.24163234
IDLE,0.0,0.0,0.0,-0.511284,-0.094639465,-0.1357817,-0.92000043,-0.26704085,-0.18799834,-1.1697904,-0.5063755,-0.24648805,-1.2772741,-0.73721623,-0.2840806,-0.80053663,-0.7234056,0.08802497,-0.9814139,-0.9394974,-0.018638639,-1.0983018,-1.0428755,-0.15563396,-1.1913837,-1.0978575,-0.25482628,-0.5816835,-0.80950993,0.079611465,-0.72836876,-1.1018419,-0.0090824915,-0.8391921,-1.198258,-0.13128687,-0.9121331,-1.1637096,-0.21554118,-0.33159563,-0.8309842,0.03250425,-0.40212545,-1.1286088,-0.072192825,-0.5373914,-1.1977654,-0.1713261,-0.62562984,-1.0861455,-0.22309169,-0.045768633,-0.8111294,-0.033670828,-0.06917771,-1.061288,-0.13641179,-0.21829595,-1.1270938,-0.20835924,-0.35070792,-1.0352653,-0.24163234
IDLE,0.0,0.0,0.0,-0.5195456,-0.09226123,-0.13544281,-0.9235122,-0.26141724,-0.18345228,-1.1797023,-0.5008306,-0.23810571,-1.2863718,-0.72899365,-0.27321354,-0.8146369,-0.707718,0.10924025,-0.9991686,-0.9234953,0.014411486,-1.1120816,-1.027376,-0.1239369,-1.2009366,-1.0887623,-0.22892949,-0.59612274,-0.7960202,0.10483072,-0.74699545,-1.0831541,0.027488371,-0.8496542,-1.1794871,-0.10721999,-0.91684675,-1.1530838,-0.20645764,-0.34834284,-0.8219299,0.062113937,-0.42433444,-1.1115136,-0.034100447,-0.55646473,-1.1869153,-0.15242596,-0.63342685,-1.076543,-0.22183259,-0.06475704,-0.8107168,7.546944E-4,-0.09387627,-1.0563067,-0.09579964,-0.24261096,-1.1283878,-0.17937253,-0.3652953,-1.0388949,-0.22530366
IDLE,0.0,0.0,0.0,-0.5195456,-0.09226123,-0.13544281,-0.9235122,-0.26141724,-0.18345228,-1.1797023,-0.5008306,-0.23810571,-1.2863718,-0.72899365,-0.27321354,-0.8146369,-0.707718,0.10924025,-0.9991686,-0.9234953,0.014411486,-1.1120816,-1.027376,-0.1239369,-1.2009366,-1.0887623,-0.22892949,-0.59612274,-0.7960202,0.10483072,-0.74699545,-1.0831541,0.027488371,-0.8496542,-1.1794871,-0.10721999,-0.91684675,-1.1530838,-0.20645764,-0.34834284,-0.8219299,0.062113937,-0.42433444,-1.1115136,-0.034100447,-0.55646473,-1.1869153,-0.15242596,-0.63342685,-1.076543,-0.22183259,-0.06475704,-0.8107168,7.546944E-4,-0.09387627,-1.0563067,-0.09579964,-0.24261096,-1.1283878,-0.17937253,-0.3652953,-1.0388949,-0.22530366
IDLE,0.0,0.0,0.0,-0.5195456,-0.09226123,-0.13544281,-0.9235122,-0.26141724,-0.18345228,-1.1797023,-0.5008306,-0.23810571,-1.2863718,-0.72899365,-0.27321354,-0.8146369,-0.707718,0.10924025,-0.9991686,-0.9234953,0.014411486,-1.1120816,-1.027376,-0.1239369,-1.2009366,-1.0887623,-0.22892949,-0.59612274,-0.7960202,0.10483072,-0.74699545,-1.0831541,0.027488371,-0.8496542,-1.1794871,-0.10721999,-0.91684675,-1.1530838,-0.20645764,-0.34834284,-0.8219299,0.062113937,-0.42433444,-1.1115136,-0.034100447,-0.55646473,-1.1869153,-0.15242596,-0.63342685,-1.076543,-0.22183259,-0.06475704,-0.8107168,7.546944E-4,-0.09387627,-1.0563067,-0.09579964,-0.24261096,-1.1283878,-0.17937253,-0.3652953,-1.0388949,-0.22530366
IDLE,0.0,0.0,0.0,-0.51434785,-0.084463246,-0.13117208,-0.92383504,-0.25045455,-0.17421521,-1.1788975,-0.49070936,-0.22278242,-1.286686,-0.7151454,-0.25085312,-0.82152146,-0.6990753,0.108500004,-1.0057439,-0.9145361,0.015048699,-1.1190124,-1.0177277,-0.11802805,-1.2123097,-1.0769036,-0.21727157,-0.60527796,-0.7890367,0.105164856,-0.75689197,-1.0669456,0.031952444,-0.86154455,-1.1678715,-0.09036619,-0.9270541,-1.1414413,-0.17860512,-0.3575867,-0.81683475,0.063559346,-0.4350241,-1.0981597,-0.031864256,-0.5649256,-1.1815317,-0.13764462,-0.6456709,-1.0809747,-0.19605708,-0.07602987,-0.80902594,0.0036224884,-0.10673402,-1.0490502,-0.09591797,-0.24813528,-1.1237025,-0.17259991,-0.36621675,-1.041124,-0.2098715
IDLE,0.0,0.0,0.0,-0.51434785,-0.084463246,-0.13117208,-0.92383504,-0.25045455,-0.17421521,-1.1788975,-0.49070936,-0.22278242,-1.286686,-0.7151454,-0.25085312,-0.82152146,-0.6990753,0.108500004,-1.0057439,-0.9145361,0.015048699,-1.1190124,-1.0177277,-0.11802805,-1.2123097,-1.0769036,-0.21727157,-0.60527796,-0.7890367,0.105164856,-0.75689197,-1.0669456,0.031952444,-0.86154455,-1.1678715,-0.09036619,-0.9270541,-1.1414413,-0.17860512,-0.3575867,-0.81683475,0.063559346,-0.4350241,-1.0981597,-0.031864256,-0.5649256,-1.1815317,-0.13764462,-0.6456709,-1.0809747,-0.19605708,-0.07602987,-0.80902594,0.0036224884,-0.10673402,-1.0490502,-0.09591797,-0.24813528,-1.1237025,-0.17259991,-0.36621675,-1.041124,-0.2098715
IDLE,0.0,0.0,0.0,-0.5164623,-0.08479176,-0.12607363,-0.92279005,-0.23960641,-0.16618668,-1.1753415,-0.48063087,-0.2113361,-1.2906262,-0.69947827,-0.23559572,-0.8401483,-0.6803379,0.1067219,-1.0275131,-0.89946395,0.017647061,-1.1319472,-1.0015119,-0.11223236,-1.2179619,-1.0610436,-0.2094346,-0.62465864,-0.7739686,0.10379936,-0.7816816,-1.0510615,0.03943656,-0.87453127,-1.1511446,-0.08103705,-0.9297925,-1.1291534,-0.17073996,-0.3768966,-0.8053337,0.064418875,-0.45781618,-1.0824554,-0.02606069,-0.5773925,-1.1660391,-0.13331689,-0.6451076,-1.0644243,-0.19415937,-0.09471469,-0.8040333,0.0077049914,-0.12727237,-1.0429071,-0.08754498,-0.2638052,-1.1164174,-0.16288151,-0.37304822,-1.0313838,-0.19961417
IDLE,0.0,0.0,0.0,-0.5164623,-0.08479176,-0.12607363,-0.92279005,-0.23960641,-0.16618668,-1.1753415,-0.48063087,-0.2113361,-1.2906262,-0.69947827,-0.23559572,-0.8401483,-0.6803379,0.1067219,-1.0275131,-0.89946395,0.017647061,-1.1319472,-1.0015119,-0.11223236,-1.2179619,-1.0610436,-0.2094346,-0.62465864,-0.7739686,0.10379936,-0.7816816,-1.0510615,0.03943656,-0.87453127,-1.1511446,-0.08103705,-0.9297925,-1.1291534,-0.17073996,-0.3768966,-0.8053337,0.064418875,-0.45781618,-1.0824554,-0.02606069,-0.5773925,-1.1660391,-0.13331689,-0.6451076,-1.0644243,-0.19415937,-0.09471469,-0.8040333,0.0077049914,-0.12727237,-1.0429071,-0.08754498,-0.2638052,-1.1164174,-0.16288151,-0.37304822,-1.0313838,-0.19961417
IDLE,0.0,0.0,0.0,-0.51760024,-0.078754015,-0.13023618,-0.9244246,-0.2317988,-0.16897711,-1.1777666,-0.4707751,-0.2110736,-1.2876112,-0.68795377,-0.23226973,-0.85041654,-0.67325634,0.1068126,-1.0340273,-0.892492,0.020584278,-1.1356848,-0.9932259,-0.107340224,-1.2148879,-1.0502113,-0.20373005,-0.63393885,-0.76587015,0.107538655,-0.7934786,-1.0393335,0.043218624,-0.87926286,-1.1388036,-0.08117687,-0.9247513,-1.1167843,-0.1738953,-0.38799986,-0.7967031,0.07193302,-0.4710172,-1.0709065,-0.021904951,-0.58793557,-1.1567644,-0.13535577,-0.6484931,-1.0578836,-0.20010975,-0.10664305,-0.79553616,0.019468084,-0.14114703,-1.030017,-0.081752285,-0.27340052,-1.1069235,-0.16371621,-0.3774846,-1.0287824,-0.20486307
IDLE,0.0,0.0,0.0,-0.51760024,-0.078754015,-0.13023618,-0.9244246,-0.2317988,-0.16897711,-1.1777666,-0.4707751,-0.2110736,-1.2876112,-0.68795377,-0.23226973,-0.85041654,-0.67325634,0.1068126,-1.0340273,-0.892492,0.020584278,-1.1356848,-0.9932259,-0.107340224,-1.2148879,-1.0502113,-0.20373005,-0.63393885,-0.76587015,0.107538655,-0.7934786,-1.0393335,0.043218624,-0.87926286,-1.1388036,-0.08117687,-0.9247513,-1.1167843,-0.1738953,-0.38799986,-0.7967031,0.07193302,-0.4710172,-1.0709065,-0.021904951,-0.58793557,-1.1567644,-0.13535577,-0.6484931,-1.0578836,-0.20010975,-0.10664305,-0.79553616,0.019468084,-0.14114703,-1.030017,-0.081752285,-0.27340052,-1.1069235,-0.16371621,-0.3774846,-1.0287824,-0.20486307
IDLE,0.0,0.0,0.0,-0.5196718,-0.088268325,-0.13048281,-0.9178734,-0.23258002,-0.17124203,-1.1710621,-0.46765065,-0.21479908,-1.2933679,-0.6834335,-0.23759773,-0.8525154,-0.6719182,0.11138399,-1.0396304,-0.884399,0.03565513,-1.1371222,-0.9839364,-0.085583895,-1.217428,-1.0492953,-0.1803792,-0.6328826,-0.76582164,0.113916025,-0.7915654,-1.0354351,0.05962253,-0.8782783,-1.1359792,-0.059866626,-0.9333922,-1.1227438,-0.15252592,-0.38474238,-0.7985808,0.080223724,-0.47324908,-1.073182,-0.008560833,-0.5901481,-1.1559175,-0.11959934,-0.6562557,-1.0571952,-0.18468131,-0.10314453,-0.80009234,0.030011525,-0.14087085,-1.0332152,-0.06873679,-0.27125907,-1.1098591,-0.14859088,-0.37767565,-1.0321298,-0.18951356
IDLE,0.0,0.0,0.0,-0.5196718,-0.088268325,-0.13048281,-0.9178734,-0.23258002,-0.17124203,-1.1710621,-0.46765065,-0.21479908,-1.2933679,-0.6834335,-0.23759773,-0.8525154,-0.6719182,0.11138399,-1.0396304,-0.884399,0.03565513,-1.1371222,-0.9839364,-0.085583895,-1.217428,-1.0492953,-0.1803792,-0.6328826,-0.76582164,0.113916025,-0.7915654,-1.0354351,0.05962253,-0.8782783,-1.1359792,-0.059866626,-0.9333922,-1.1227438,-0.15252592,-0.38474238,-0.7985808,0.080223724,-0.47324908,-1.073182,-0.008560833,-0.5901481,-1.1559175,-0.11959934,-0.6562557,-1.0571952,-0.18468131,-0.10314453,-0.80009234,0.030011525,-0.14087085,-1.0332152,-0.06873679,-0.27125907,-1.1098591,-0.14859088,-0.37767565,-1.0321298,-0.18951356
IDLE,0.0,0.0,0.0,-0.5196718,-0.088268325,-0.13048281,-0.9178734,-0.23258002,-0.17124203,-1.1710621,-0.46765065,-0.21479908,-1.2933679,-0.6834335,-0.23759773,-0.8525154,-0.6719182,0.11138399,-1.0396304,-0.884399,0.03565513,-1.1371222,-0.9839364,-0.085583895,-1.217428,-1.0492953,-0.1803792,-0.6328826,-0.76582164,0.113916025,-0.7915654,-1.0354351,0.05962253,-0.8782783,-1.1359792,-0.059866626,-0.9333922,-1.1227438,-0.15252592,-0.38474238,-0.7985808,0.080223724,-0.47324908,-1.073182,-0.008560833,-0.5901481,-1.1559175,-0.11959934,-0.6562557,-1.0571952,-0.18468131,-0.10314453,-0.80009234,0.030011525,-0.14087085,-1.0332152,-0.06873679,-0.27125907,-1.1098591,-0.14859088,-0.37767565,-1.0321298,-0.18951356
IDLE,0.0,0.0,0.0,-0.52490777,-0.086711116,-0.12379405,-0.9241661,-0.22531505,-0.16024023,-1.1794367,-0.46385038,-0.20021069,-1.3008183,-0.6752269,-0.2194893,-0.8597679,-0.6579824,0.11663371,-1.0538037,-0.8737629,0.039015207,-1.1505635,-0.97469145,-0.08439441,-1.2293335,-1.0429343,-0.18052337,-0.6418977,-0.7576934,0.11776257,-0.8086947,-1.025877,0.064613774,-0.8927012,-1.1284437,-0.055981502,-0.94685435,-1.1188226,-0.15050778,-0.39514983,-0.7952172,0.083493054,-0.49031854,-1.0654783,-0.0058623715,-0.60542935,-1.154588,-0.1178472,-0.6675773,-1.0581775,-0.18334238,-0.11352183,-0.8016548,0.033361726,-0.15546209,-1.0355569,-0.0654155,-0.28410426,-1.1155906,-0.1442853,-0.38638481,-1.038945,-0.18387383
IDLE,0.0,0.0,0.0,-0.52490777,-0.086711116,-0.12379405,-0.9241661,-0.22531505,-0.16024023,-1.1794367,-0.46385038,-0.20021069,-1.3008183,-0.6752269,-0.2194893,-0.8597679,-0.6579824,0.11663371,-1.0538037,-0.8737629,0.039015207,-1.1505635,-0.97469145,-0.08439441,-1.2293335,-1.0429343,-0.18052337,-0.6418977,-0.7576934,0.11776257,-0.8086947,-1.025877,0.064613774,-0.8927012,-1.1284437,-0.055981502,-0.94685435,-1.1188226,-0.15050778,-0.39514983,-0.7952172,0.083493054,-0.49031854,-1.0654783,-0.0058623715,-0.60542935,-1.154588,-0.1178472,-0.6675773,-1.0581775,-0.18334238,-0.11352183,-0.8016548,0.033361726,-0.15546209,-1.0355569,-0.0654155,-0.28410426,-1.1155906,-0.1442853,-0.38638481,-1.038945,-0.18387383
IDLE,0.0,0.0,0.0,-0.5237592,-0.08199396,-0.121875614,-0.92466486,-0.22159718,-0.15640913,-1.1810983,-0.45723492,-0.19414794,-1.2977403,-0.6681111,-0.21049201,-0.86937374,-0.65126073,0.11957302,-1.0636789,-0.8712404,0.04588616,-1.1512364,-0.97254753,-0.07324719,-1.2136022,-1.0336494,-0.16454887,-0.6493302,-0.7506882,0.121809125,-0.8175187,-1.0211084,0.07301083,-0.89623743,-1.12513,-0.04438851,-0.93801266,-1.111208,-0.13486488,-0.402108,-0.78704685,0.089187466,-0.4996588,-1.0585809,0.0035050008,-0.6072642,-1.1487191,-0.1063193,-0.65389574,-1.0523736,-0.16917062,-0.11804545,-0.79305005,0.041368447,-0.16155232,-1.0245374,-0.055882115,-0.28806597,-1.105592,-0.13372515,-0.38352075,-1.0335202,-0.17120956
IDLE,0.0,0.0,0.0,-0.5237592,-0.08199396,-0.121875614,-0.92466486,-0.22159718,-0.15640913,-1.1810983,-0.45723492,-0.19414794,-1.2977403,-0.6681111,-0.21049201,-0.86937374,-0.65126073,0.11957302,-1.0636789,-0.8712404,0.04588616,-1.1512364,-0.97254753,-0.07324719,-1.2136022,-1.0336494,-0.16454887,-0.6493302,-0.7506882,0.121809125,-0.8175187,-1.0211084,0.07301083,-0.89623743,-1.12513,-0.04438851,-0.93801266,-1.111208,-0.13486488,-0.402108,-0.78704685,0.089187466,-0.4996588,-1.0585809,0.0035050008,-0.6072642,-1.1487191,-0.1063193,-0.65389574,-1.0523736,-0.16917062,-0.11804545,-0.79305005,0.041368447,-0.16155232,-1.0245374,-0.055882115,-0.28806597,-1.105592,-0.13372515,-0.38352075,-1.0335202,-0.17120956
IDLE,0.0,0.0,0.0,-0.5237592,-0.08199396,-0.121875614,-0.92466486,-0.22159718,-0.15640913,-1.1810983,-0.45723492,-0.19414794,-1.2977403,-0.6681111,-0.21049201,-0.86937374,-0.65126073,0.11957302,-1.0636789,-0.8712404,0.04588616,-1.1512364,-0.97254753,-0.07324719,-1.2136022,-1.0336494,-0.16454887,-0.6493302,-0.7506882,0.121809125,-0.8175187,-1.0211084,0.07301083,-0.89623743,-1.12513,-0.04438851,-0.93801266,-1.111208,-0.13486488,-0.402108,-0.78704685,0.089187466,-0.4996588,-1.0585809,0.0035050008,-0.6072642,-1.1487191,-0.1063193,-0.65389574,-1.0523736,-0.16917062,-0.11804545,-0.79305005,0.041368447,-0.16155232,-1.0245374,-0.055882115,-0.28806597,-1.105592,-0.13372515,-0.38352075,-1.0335202,-0.17120956
IDLE,0.0,0.0,0.0,-0.5225334,-0.08207052,-0.11516457,-0.9231201,-0.22205648,-0.14267324,-1.1790898,-0.46120483,-0.1738033,-1.29783,-0.66770464,-0.1833832,-0.87113124,-0.64680576,0.13297735,-1.0644765,-0.86289024,0.070500545,-1.1498858,-0.96233183,-0.03898775,-1.2161587,-1.0265104,-0.12477261,-0.65228444,-0.74584556,0.13505317,-0.82023084,-1.0122718,0.09626208,-0.897836,-1.1155477,-0.01082738,-0.9399711,-1.104155,-0.09386284,-0.40713474,-0.781285,0.102758385,-0.50933677,-1.0494113,0.02452274,-0.62011296,-1.1385088,-0.07401854,-0.66797227,-1.0464574,-0.12897174,-0.123168014,-0.7869397,0.055597562,-0.17369397,-1.0135738,-0.035368506,-0.30121762,-1.0966642,-0.10537584,-0.39597076,-1.032711,-0.13680108
IDLE,0.0,0.0,0.0,-0.5225334,-0.08207052,-0.11516457,-0.9231201,-0.22205648,-0.14267324,-1.1790898,-0.46120483,-0.1738033,-1.29783,-0.66770464,-0.1833832,-0.87113124,-0.64680576,0.13297735,-1.0644765,-0.86289024,0.070500545,-1.1498858,-0.96233183,-0.03898775,-1.2161587,-1.0265104,-0.12477261,-0.65228444,-0.74584556,0.13505317,-0.82023084,-1.0122718,0.09626208,-0.897836,-1.1155477,-0.01082738,-0.9399711,-1.104155,-0.09386284,-0.40713474,-0.781285,0.102758385,-0.50933677,-1.0494113,0.02452274,-0.62011296,-1.1385088,-0.07401854,-0.66797227,-1.0464574,-0.12897174,-0.123168014,-0.7869397,0.055597562,-0.17369397,-1.0135738,-0.035368506,-0.30121762,-1.0966642,-0.10537584,-0.39597076,-1.032711,-0.13680108
IDLE,0.0,0.0,0.0,-0.5247647,-0.080866955,-0.11339049,-0.9301877,-0.22422397,-0.14090762,-1.185461,-0.4630282,-0.17351288,-1.3009,-0.67369145,-0.18495242,-0.86798686,-0.6490906,0.12764537,-1.0670133,-0.8698643,0.05849391,-1.1577398,-0.970504,-0.052876275,-1.2261356,-1.0317132,-0.13784407,-0.6497059,-0.74951553,0.12692061,-0.8209911,-1.0201062,0.08218267,-0.9070935,-1.1251436,-0.023845801,-0.9530208,-1.1106781,-0.10441102,-0.40383422,-0.7879333,0.0915179,-0.5074008,-1.0602343,0.009901627,-0.62145007,-1.1506708,-0.08679477,-0.6755931,-1.0584564,-0.1396638,-0.122382514,-0.7960832,0.041045915,-0.1704381,-1.0262488,-0.052643523,-0.29915312,-1.1074905,-0.12185671,-0.39796853,-1.0392648,-0.15200566
IDLE,0.0,0.0,0.0,-0.5247647,-0.080866955,-0.11339049,-0.9301877,-0.22422397,-0.14090762,-1.185461,-0.4630282,-0.17351288,-1.3009,-0.67369145,-0.18495242,-0.86798686,-0.6490906,0.12764537,-1.0670133,-0.8698643,0.05849391,-1.1577398,-0.970504,-0.052876275,-1.2261356,-1.0317132,-0.13784407,-0.6497059,-0.74951553,0.12692061,-0.8209911,-1.0201062,0.08218267,-0.9070935,-1.1251436,-0.023845801,-0.9530208,-1.1106781,-0.10441102,-0.40383422,-0.7879333,0.0915179,-0.5074008,-1.0602343,0.009901627,-0.62145007,-1.1506708,-0.08679477,-0.6755931,-1.0584564,-0.1396638,-0.122382514,-0.7960832,0.041045915,-0.1704381,-1.0262488,-0.052643523,-0.29915312,-1.1074905,-0.12185671,-0.39796853,-1.0392648,-0.15200566
IDLE,0.0,0.0,0.0,-0.5247647,-0.080866955,-0.11339049,-0.9301877,-0.22422397,-0.14090762,-1.185461,-0.4630282,-0.17351288,-1.3009,-0.67369145,-0.18495242,-0.86798686,-0.6490906,0.12764537,-1.0670133,-0.8698643,0.05849391,-1.1577398,-0.970504,-0.052876275,-1.2261356,-1.0317132,-0.13784407,-0.6497059,-0.74951553,0.12692061,-0.8209911,-1.0201062,0.08218267,-0.9070935,-1.1251436,-0.023845801,-0.9530208,-1.1106781,-0.10441102,-0.40383422,-0.7879333,0.0915179,-0.5074008,-1.0602343,0.009901627,-0.62145007,-1.1506708,-0.08679477,-0.6755931,-1.0584564,-0.1396638,-0.122382514,-0.7960832,0.041045915,-0.1704381,-1.0262488,-0.052643523,-0.29915312,-1.1074905,-0.12185671,-0.39796853,-1.0392648,-0.15200566
IDLE,0.0,0.0,0.0,-0.51932746,-0.07493552,-0.12276028,-0.93055755,-0.2218733,-0.15462258,-1.1946864,-0.45668805,-0.18918419,-1.319952,-0.66803837,-0.20255664,-0.86483616,-0.6532582,0.116709076,-1.0643219,-0.8705224,0.04489953,-1.1622887,-0.97031593,-0.06553683,-1.2398776,-1.0347872,-0.15013574,-0.64425117,-0.75544673,0.11933386,-0.8134304,-1.0204905,0.07361789,-0.90837866,-1.1274753,-0.02554393,-0.96606696,-1.1192306,-0.10178401,-0.3970882,-0.79441833,0.08528493,-0.5005929,-1.0616072,0.0012418976,-0.6269294,-1.1518205,-0.090267256,-0.7024192,-1.0694307,-0.14011247,-0.11504704,-0.8015285,0.03527805,-0.16705677,-1.0302725,-0.061991688,-0.30172053,-1.107978,-0.13023521,-0.41385096,-1.0405053,-0.1601104
IDLE,0.0,0.0,0.0,-0.51932746,-0.07493552,-0.12276028,-0.93055755,-0.2218733,-0.15462258,-1.1946864,-0.45668805,-0.18918419,-1.319952,-0.66803837,-0.20255664,-0.86483616,-0.6532582,0.116709076,-1.0643219,-0.8705224,0.04489953,-1.1622887,-0.97031593,-0.06553683,-1.2398776,-1.0347872,-0.15013574,-0.64425117,-0.75544673,0.11933386,-0.8134304,-1.0204905,0.07361789,-0.90837866,-1.1274753,-0.02554393,-0.96606696,-1.1192306,-0.10178401,-0.3970882,-0.79441833,0.08528493,-0.5005929,-1.0616072,0.0012418976,-0.6269294,-1.1518205,-0.090267256,-0.7024192,-1.0694307,-0.14011247,-0.11504704,-0.8015285,0.03527805,-0.16705677,-1.0302725,-0.061991688,-0.30172053,-1.107978,-0.13023521,-0.41385096,-1.0405053,-0.1601104
IDLE,0.0,0.0,0.0,-0.5199393,-0.07457911,-0.12831578,-0.93792796,-0.21782082,-0.16623144,-1.2076552,-0.4493897,-0.2064294,-1.3382896,-0.665231,-0.22652139,-0.8554478,-0.6547285,0.10587407,-1.0553852,-0.8611447,0.029779572,-1.1714495,-0.95388496,-0.08605539,-1.27972,-1.0246992,-0.17761976,-0.6423103,-0.7586739,0.108864255,-0.81542504,-1.0128306,0.060384512,-0.9292113,-1.1154631,-0.04098789,-1.0127645,-1.117546,-0.12297876,-0.39626166,-0.80260265,0.07453823,-0.5053887,-1.064506,-0.010884449,-0.6381231,-1.1488165,-0.10466598,-0.732198,-1.0707997,-0.15950373,-0.11814031,-0.81267476,0.023349097,-0.1743517,-1.0438144,-0.07357471,-0.31358597,-1.1115214,-0.14251342,-0.43584043,-1.0345747,-0.17644545
IDLE,0.0,0.0,0.0,-0.5199393,-0.07457911,-0.12831578,-0.93792796,-0.21782082,-0.16623144,-1.2076552,-0.4493897,-0.2064294,-1.3382896,-0.665231,-0.22652139,-0.8554478,-0.6547285,0.10587407,-1.0553852,-0.8611447,0.029779572,-1.1714495,-0.95388496,-0.08605539,-1.27972,-1.0246992,-0.17761976,-0.6423103,-0.7586739,0.108864255,-0.81542504,-1.0128306,0.060384512,-0.9292113,-1.1154631,-0.04098789,-1.0127645,-1.117546,-0.12297876,-0.39626166,-0.80260265,0.07453823,-0.5053887,-1.064506,-0.010884449,-0.6381231,-1.1488165,-0.10466598,-0.732198,-1.0707997,-0.15950373,-0.11814031,-0.81267476,0.023349097,-0.1743517,-1.0438144,-0.07357471,-0.31358597,-1.1115214,-0.14251342,-0.43584043,-1.0345747,-0.17644545
IDLE,0.0,0.0,0.0,-0.5199393,-0.07457911,-0.12831578,-0.93792796,-0.21782082,-0.16623144,-1.2076552,-0.4493897,-0.2064294,-1.3382896,-0.665231,-0.22652139,-0.8554478,-0.6547285,0.10587407,-1.0553852,-0.8611447,0.029779572,-1.1714495,-0.95388496,-0.08605539,-1.27972,-1.0246992,-0.17761976,-0.6423103,-0.7586739,0.108864255,-0.81542504,-1.0128306,0.060384512,-0.9292113,-1.1154631,-0.04098789,-1.0127645,-1.117546,-0.12297876,-0.39626166,-0.80260265,0.07453823,-0.5053887,-1.064506,-0.010884449,-0.6381231,-1.1488165,-0.10466598,-0.732198,-1.0707997,-0.15950373,-0.11814031,-0.81267476,0.023349097,-0.1743517,-1.0438144,-0.07357471,-0.31358597,-1.1115214,-0.14251342,-0.43584043,-1.0345747,-0.17644545
IDLE,0.0,0.0,0.0,-0.52702266,-0.07488283,-0.11063119,-0.9428908,-0.22781205,-0.14089562,-1.2149162,-0.45847377,-0.18142639,-1.3370999,-0.6789485,-0.2042714,-0.83792144,-0.6636423,0.12614816,-1.0424843,-0.8768868,0.040084656,-1.1837468,-0.97214067,-0.08573647,-1.3125554,-1.0344216,-0.1810848,-0.6353513,-0.7636051,0.11504815,-0.8104598,-1.0393999,0.05609545,-0.95325375,-1.1406049,-0.05069338,-1.0585372,-1.122954,-0.12969646,-0.39050516,-0.80793107,0.06710475,-0.5114173,-1.0922744,-0.015385845,-0.6600335,-1.1695784,-0.10243917,-0.75932074,-1.0720178,-0.1486434,-0.11430462,-0.82072216,0.001357065,-0.18027635,-1.0650711,-0.08768141,-0.33894485,-1.128231,-0.14779116,-0.4673962,-1.035824,-0.17243594
IDLE,0.0,0.0,0.0,-0.52702266,-0.07488283,-0.11063119,-0.9428908,-0.22781205,-0.14089562,-1.2149162,-0.45847377,-0.18142639,-1.3370999,-0.6789485,-0.2042714,-0.83792144,-0.6636423,0.12614816,-1.0424843,-0.8768868,0.040084656,-1.1837468,-0.97214067,-0.08573647,-1.3125554,-1.0344216,-0.1810848,-0.6353513,-0.7636051,0.11504815,-0.8104598,-1.0393999,0.05609545,-0.95325375,-1.1406049,-0.05069338,-1.0585372,-1.122954,-0.12969646,-0.39050516,-0.80793107,0.06710475,-0.5114173,-1.0922744,-0.015385845,-0.6600335,-1.1695784,-0.10243917,-0.75932074,-1.0720178,-0.1486434,-0.11430462,-0.82072216,0.001357065,-0.18027635,-1.0650711,-0.08768141,-0.33894485,-1.128231,-0.14779116,-0.4673962,-1.035824,-0.17243594
IDLE,0.0,0.0,0.0,-0.50855505,-0.05914354,-0.12397491,-0.95448744,-0.24047372,-0.15867645,-1.2333556,-0.4612069,-0.20351127,-1.3594822,-0.69291586,-0.22872129,-0.8168419,-0.6787446,0.11630248,-1.0230937,-0.8897778,0.025057912,-1.182651,-0.98331934,-0.089274324,-1.3304106,-1.0362931,-0.17307645,-0.6124355,-0.784029,0.10109945,-0.79448783,-1.0650194,0.020050302,-0.96901155,-1.1627713,-0.0713447,-1.0975013,-1.137217,-0.13158229,-0.37868184,-0.8272004,0.044345666,-0.50757843,-1.1315126,-0.06000745,-0.6881288,-1.1820029,-0.1294118,-0.823613,-1.0884253,-0.15884957,-0.11028555,-0.82938856,-0.03133537,-0.19438434,-1.0845798,-0.13644071,-0.3708364,-1.1218139,-0.18877968,-0.5264039,-1.0213797,-0.20738843
